ID,Accepts,Rejects,Waitlisted,Deferred
542,"John Cabot University, The American University of Paris, University of Colorado - Boulder, University of Denver, University of Nevada - Las Vegas, University of Southern California, Pennsylvania State, University of Connecticut, University of Oregon, University of California - Irvine, University of California - Los Angeles","University of Chicago, University of California - Santa Barbara, University of California - Berkeley, Northeastern University, Rice University, Northwestern University, University of Southern California, New York University, Vanderbilt University, Brown University, Columbia University, Cornell University, Dartmouth College, Harvard University, Princeton University, Yale University, Duke University, Stanford University",,
543,"Arizona State, University of Illinois - Urbana Champaign, University of Massachusetts - Amherst, University of California - Santa Cruz, University of California - Merced, University of Pennsylvania","Massachusetts Institute of Technology, University of Chicago, Columbia University, Cornell University, Stanford University, Brown University, University of California - Berkeley, University of California - Los Angeles, University of Michigan - Ann Arbor, California Institute of Technology, Purdue University, Rice University, Duke University, Princeton University",,
544,University of California - Berkeley,"Massachusetts Institute of Technology, Harvard University, Princeton University, Stanford University",,
545,"Massachusetts Institute of Technology, Harvard University, Stanford University, Yale University, Columbia University, California Institute of Technology, Harvey Mudd College, University of California - Berkeley",,,
546,"Virginia Institute of Technology, Purdue University, Georgia Institute of Technology, University of Virginia, University of California - San Diego, University of California - Irvine, University of Maryland - College Park","Stanford University, University of Texas - Austin, University of Illinois - Urbana Champaign, University of Washington - Seattle, California Institute of Technology, Massachusetts Institute of Technology, Johns Hopkins, University of California - Los Angeles, University of California - Santa Barbara, University of California - Berkeley, Northwestern University, University of Southern California, Harvard University, Princeton University, Columbia University, Yale University, Dartmouth College, Duke University, Brown University, University of Pennsylvania, Cornell University",,
547,"Harvard University, University of Pennsylvania, Rice University, Tufts University, University of Texas - Austin","Duke University, Northeastern University",,
548,"Northeastern University, University of Pittsburgh, Marquette University, Baylor University, DePaul University",,,
549,"University of Virginia, University of North Carolina - Chapel Hill, King's College London, University College London, University of St Andrews, McGill University, University of Toronto",Oxford University,,
550,University of Chicago,,,
551,"California Polytechnic State University, University of California - Davis, University of California - San Diego, University of California - Irvine, University of California - Santa Barbara, University of British Columbia, Occidental College, University of Toronto","Yale University, Harvey Mudd College, Pomona College, University of California - Los Angeles, University of California - Berkeley, University of Southern California",,
552,"University of Minnesota - Twin Cities, University of Colorado - Boulder, Michigan State, Villanova University, University of Florida, Arizona State, University of California - Santa Cruz, University of Iowa","Johns Hopkins, University of California - Los Angeles, Northeastern University, Northwestern University",,
553,"University of California - Santa Cruz, University of California - Santa Barbara, University of California - Davis, University of California - Irvine, University of California - San Diego, Brown University","Stanford University, Columbia University, Harvard University, Princeton University, Northwestern University, Yale University, University of California - Berkeley",,
554,"University of North Carolina - Chapel Hill, University of Maryland - College Park, University of Virginia, Boston University, Fordham University, Michigan State, University of Massachusetts - Amherst, University of Georgia, University of Pittsburgh, University of Alabama",,,
555,"Indiana University Bloomington, University of Illinois - Urbana Champaign, Boston University, Syracuse University, Emory University, University of California - Santa Cruz, University of California - Santa Barbara, University of California - Davis, University of California - Riverside, University of California - Berkeley","University of Pennsylvania, University of Texas - Austin, University of California - San Diego, University of California - Irvine, University of California - Los Angeles, University of Michigan - Ann Arbor, New York University, Northwestern University, University of Southern California, Stanford University, Cornell University, Columbia University, Dartmouth College",,
556,"Rutgers University, University of California - Los Angeles, University of California - Berkeley, University of North Carolina - Chapel Hill, Washington University - St Louis, University of Michigan - Ann Arbor, Georgetown University, Princeton University","University of Chicago, Johns Hopkins, Massachusetts Institute of Technology, Northwestern University, Harvard University, Columbia University, Cornell University, Yale University",,
557,"Arizona State, University of Illinois - Urbana Champaign, University of the Pacific, Purdue University, San Jose State University, San Diego State University, University of California - Riverside, University of Washington - Seattle","University of Southern California, New York University, University of California - Berkeley, University of California - Los Angeles, University of California - Davis, University of California - Irvine, Johns Hopkins, University of Texas - Austin",,
558,"University of California - Davis, Occidental College, Fordham University, University of California - Los Angeles, Michigan State","University of Michigan - Ann Arbor, University of Southern California, Claremont McKenna College",,
559,"Indiana University Bloomington, Purdue University, University of Illinois - Urbana Champaign, University of Connecticut, Cornell University","University of Washington - Seattle, Boston University, New York University, University of California - Los Angeles, University of California - Berkeley, University of Southern California, Northeastern University, Northwestern University, University of Notre Dame, Carnegie Mellon, Stanford University",,
560,"Winthrop University, University of Southern California, University of Maryland - College Park, Clemson University, University of Florida, Boston College, University of California - San Diego, University of California - Irvine, University of California - Santa Barbara, Rice University, University of Southern California","New York University, University of California - Berkeley, University of California - Los Angeles, University of Pennsylvania, Columbia University, Yale University, Princeton University, Stanford University, Harvard University",,
561,"Harvard University, Cornell University, New York University, University of New Hampshire","Stanford University, University of Chicago, Massachusetts Institute of Technology, University of Pennsylvania",,
562,"University of Wisconsin - Madison, University of Minnesota - Twin Cities, University of Notre Dame, University of Iowa, University of Alabama, Marquette University",,,
563,"University of Illinois - Chicago, University of Pittsburgh, Georgia Institute of Technology, University of Michigan - Ann Arbor, Case Western University, University of Wisconsin - Madison, University of Illinois - Urbana Champaign, Johns Hopkins, Washington University - St Louis, Northwestern University, Boston, Rice University, Duke University","University of Texas - Austin, Vanderbilt University",,
564,"University of South Florida, Indiana University Bloomington, University of Pittsburgh, University of Colorado - Boulder, University of Maryland - College Park, American University, George Washington University, Syracuse University, Boston University","University of Florida, University of Michigan - Ann Arbor, Tufts University, Washington University - St Louis",,
565,"University of Massachusetts - Amherst, Stony Brook University, University of Maryland - College Park, George Mason University, George Washington University","University of California - Santa Barbara, University of Virginia, New York University, Barnard College, University of California - Berkeley",,
566,"University of Massachusetts - Amherst, Colby College","Massachusetts Institute of Technology, Olin College of Engineering, Grinnel College, Johns Hopkins, Middlebury College, Northeastern University, Rice University, Stevens Institute of Technology, Washington University - St Louis, Williams College, Northwestern University, Imperial College London",,
567,"University of Virginia, University of Massachusetts - Amherst","Harvard University, Tufts University, Princeton University, Stanford University, Columbia University, Massachusetts Institute of Technology, Northwestern University, University of Chicago, University of Pennsylvania, Yale University, Brown University, California Institute of Technology, Dartmouth College, Duke University, Rice University, Washington University - St Louis, Vanderbilt University",,
568,"Georgia Institute of Technology, University of Florida, University of California - Berkeley, Johns Hopkins","Harvard University, Duke University, Massachusetts Institute of Technology, Princeton University, Brown University, Columbia University, Yale University, Stanford University",,
569,"University of California - Los Angeles, University of California - San Diego, University of California - Santa Cruz, University of Illinois - Urbana Champaign, University of Washington - Seattle, Imperial College London, University of St Andrews, University of Edinburgh, University of Toronto, University of Waterloo","Yale University, Harvard University, Princeton University, Harvey Mudd College, Carnegie Mellon, Johns Hopkins, Duke University, Brown University, Stanford University, Oxford University",,
570,"University of North Carolina - Chapel Hill, University of Virginia, University of Maryland - College Park, William & Mary, American University, University of Washington - Seattle, University of California - San Diego, University of California - Los Angeles, Washington University - St Louis, Boston College, Rice University, Emory University, Georgetown University","Northwestern University, University of Southern California, Stanford University",,
571,University of Pennsylvania,,,
572,"University of Houston, University of Notre Dame, University of Chicago, Baylor University, Texas A&M, Claremont McKenna College, Rice University, Ohio State",University of Texas - Austin,,
573,"Stony Brook University, Binghamton University, Northeastern University, University of Miami, University of Rochester, Mount Holyoke College, Bryn Mawr College, Cornell University",Brown University,,
574,"Columbia University, University of Minnesota - Twin Cities, Florda International University",,,
575,"Northwestern University, Ohio State",,,
576,"Texas A&M, University of Texas - San Antonio, University of Texas - Austin, Columbia University, Massachusetts Institute of Technology",,,
577,"Brown University, Princeton University, Carnegie Mellon, University of California - Berkeley, Washington University - St Louis, Rice University, Tufts University, University of California - Los Angeles, Grinnel College, University of California - San Diego, University of California - Santa Barbara, University of California - Davis, University of Rochester","Stanford University, Harvey Mudd College",,
578,"University of Massachusetts - Amherst, University of Wisconsin - Madison, University of Vermont, University of Minnesota - Twin Cities, Emerson College, University of St Andrews, Massachusetts Institute of Technology, College of the Holy Cross",Brown University,,
579,"University of Michigan - Ann Arbor, University of North Carolina - Chapel Hill, University of Virginia, Case Western University, University of Miami, Florida State, Ohio State, University of Florida","University of Southern California, Georgetown University, Duke University, Harvard University, George Washington University",,
580,"Carnegie Mellon, Pennsylvania State, University of Pittsburgh","University of California - Los Angeles, Massachusetts Institute of Technology, Princeton University, Yale University, Harvard University, Northwestern University, Brown University, University of California - Berkeley, Columbia University, Stanford University, Duke University",,
581,"University of California - Los Angeles, University of California - Berkeley, University of California - San Diego, University of California - Santa Barbara, University of California - Davis, University of California - Santa Cruz, California Polytechnic State University, University of Notre Dame, Emory University, Washington and Lee University, Case Western University, Tulane University, Northeastern University, University of Rochester, Scripps College, University of the Pacific, University of California - Santa Cruz, Temple University, Kenyon College, University of South Florida","Stanford University, University of Pennsylvania, Cornell University, University of Southern California, Washington University - St Louis",,
582,"University of North Carolina - Asheville, East Carolina, Pace University, Columbia College - Chicago, Virginia Commonwealth University",DePaul University,,
583,"New York University, University of Texas - Austin",University of Pennsylvania,,
584,Vanderbilt University,"Northwestern University, Princeton University, University of Colorado - Boulder, University of Arkansas",,
585,"Santa Clara University, University of Colorado - Boulder, California Polytechnic State University, University of California - Santa Barbara",University of Washington - Seattle,,
586,"Northeastern University, Santa Clara University, Reed College, Binghamton University, Rensselaer Polytechnic Institute, University of British Columbia, University of San Francisco, Clark University, University of Minnesota - Duluth, University of Minnesota - Twin Cities","Cornell University, University of Chicago, University of California - Berkeley, University of California - Los Angeles, Claremont McKenna College, George Washington University, Boston University, William & Mary, New York University, University of Southern California",,
587,Indiana University Bloomington,"Cornell University, Purdue University, University of Illinois - Urbana Champaign",,
588,"University of California - Berkeley, University of Southern California, Rice University, Washington University - St Louis, University of California - San Diego, Rochester Institute of Technology, University of Alabama, University of Minnesota - Twin Cities","Northwestern University, Stanford University, University of Pennsylvania, Columbia University",,
589,"Oregon State, Rensselaer Polytechnic Institute, Rochester Institute of Technology","Brown University, California Institute of Technology, Carnegie Mellon, Harvey Mudd College, Pomona College, Reed College, Stanford University",,
590,"Yale University, Duke University, Columbia University, George Washington University, University of North Carolina - Chapel Hill, University of North Carolina - Charlotte, North Carolina State",Princeton University,,
591,"Texas Christian University, Baylor University, Cornell University, St. Bonaventure University, University of Dallas, Southern Methodist University, University of Dayton, Creighton University, Seton Hall University, Purdue University, University of Nebraska, Oral Roberts University, St. John's University, Valparaiso University, University of Mary Hardin-Baylor, University of Incarnate Wood, Butler University, Drake University, Saint Louis University, Xavier University, University of Texas - Arlington, Texas Institute of Technology, University of Texas - Dallas, Vanderbilt University, Tarleton State, University of Maine, Prairie View A&M University, Grinnel College, Dartmouth College, Tufts University, Columbia University, University of Pennsylvania","Washington and Lee University, Pomona College, Washington University - St Louis, Northwestern University, Massachusetts Institute of Technology, Davidson College, Boston University, Harvard University, Tulane University, Emory University, Yale University, Duke University, Rice University, Brown University, Stanford University, Princeton University",,
592,"Queen's University of Charlotte, Macalester College, Bucknell University, Davidson College, Denison University, Oberlin College, Alleghney College","Washington University - St Louis, Duke University, Barnard College",,
593,"Binghamton University, Stony Brook University, Georgia Institute of Technology, University of Illinois - Urbana Champaign, University of California - Berkeley, Duke University, Yale University, Columbia University, Cornell University, Dartmouth College","Massachusetts Institute of Technology, California Institute of Technology, Brown University, Princeton University, University of Pennsylvania, Stanford University",,
594,"University of California - Berkeley, University of California - Los Angeles, University of California - San Diego, University of California - Irvine, University of California - Santa Cruz, Georgia Institute of Technology, University of Michigan - Ann Arbor, Purdue University, Northeastern University, University of Southern California, Carnegie Mellon, Cornell University, Yale University","Stanford University, Massachusetts Institute of Technology, California Institute of Technology, Brown University, Dartmouth College, University of Chicago, Johns Hopkins, University of California - Davis",,
595,California Institute of Technology,,,
596,"University of California - Los Angeles, University of California - Irvine, Georgetown University, University of California - San Diego, University of California - Berkeley","Massachusetts Institute of Technology, Harvard University, University of Pennsylvania, Cornell University, Dartmouth College, Yale University, University of Chicago, Stanford University, Princeton University",,
597,"Arizona State, University of California - Riverside, University of California - Merced, University of California - Santa Cruz, University of California - Davis, University of Maryland - College Park, University of Washington - Seattle","Purdue University, Georgia Institute of Technology, University of Southern California, Cornell University, Johns Hopkins, University of Michigan - Ann Arbor, University of Illinois - Urbana Champaign, Washington University - St Louis, New York University",,
598,"Massachusetts Institute of Technology, University of Minnesota - Twin Cities",,,
599,"University of North Carolina - Chapel Hill, North Carolina State, University of Illinois - Urbana Champaign","Purdue University, Georgia Institute of Technology, University of Maryland - College Park, Virginia Institute of Technology, Ohio State",,
600,Brown University,,,
601,"University of California - Berkeley, University of Southern California, Boston College, Boston University, Northeastern University, Stevens Institute of Technology, Rutgers University, University of Maryland - College Park","Duke University, New York University, Rice University",,
602,"California State University - Monterey Bay, California State University - Long Beach, California Polytechnic State University, University of Oregon, University of Vermont, Hampshire, Northeastern University, Mount Holyoke College, Middlebury College","University of California - Los Angeles, University of California - Berkeley, University of California - Santa Barbara, Wellesley College, Barnard College, Hamilton College",,
603,"Seton Hall University, Sacramento State, University of California - San Diego, University of California - Berkeley, George Washington University, William & Mary","Tufts University, Harvard University, Stanford University, Columbia University",,
604,"Harvard University, Yale University, Stanford University, Northwestern University, Duke University, Washington University - St Louis, Johns Hopkins, Brown University","Dartmouth College, Columbia University",,
605,"Georgia Institute of Technology, Yale University, Brown University, Duke University","University of Chicago, Northeastern University, Stanford University, Northwestern University, Boston University",,
606,"Cornell University, University at Buffalo, Binghamton University, Bucknell University, Rensselaer Polytechnic Institute, Rochester Institute of Technology",Johns Hopkins,,
607,"University of Southern California, Chapman University, Emerson College, Boston University, California State University - Northridge, University of California - Riverside, Pace University","University of California - Los Angeles, University of California - Berkeley, University of California - Santa Barbara",,
608,"Amherst College, Columbia University, Dartmouth College, Furman University, University of Maine, University of Pennsylvania, University of Virginia","Brown University, Princeton University, Swarthmore College, Yale University",,
609,"Northeastern University, University of California - San Diego, University of California - Santa Cruz, Georgia Institute of Technology, Carnegie Mellon, Rice University","University of Pennsylvania, University of California - Berkeley, University of Southern California, Yale University, Harvard University, Brown University, Cornell University, Stanford University",,
610,Massachusetts Institute of Technology,,,
611,"Duke University, Massachusetts Institute of Technology, University of Massachusetts - Amherst",Northeastern University,,
612,"Boston University, University of North Carolina - Chapel Hill, Wingate University, Case Western University, North Carolina State","Northwestern University, Washington University - St Louis, Harvard University, Cornell University, Duke University, Emory University, University of Pennsylvania, Stanford University",,
613,"Columbia University, Johns Hopkins, Barnard College, Virginia Institute of Technology, University of California - Los Angeles, University of California - San Diego, University of Southern California, Tufts University, Spelman College, Northwestern University, Northeastern University, University of Maryland - College Park","Harvard University, Stanford University, Yale University, Dartmouth College, Boston University, Pomona College, Princeton University",,
614,"University of Michigan - Ann Arbor, Kalamazoo College, Michigan State, Marquette University, Northwestern University","Vassar College, Bowdoin College",,
615,"University of Denver, Drake University, University of Rochester, Emory University","Tufts University, Washington University - St Louis, Wesleyan University, Brown University, Stanford University, Duke University, McGill University, Vanderbilt University",,
616,"University of Oregon, University of Michigan - Ann Arbor",,,
617,"Arizona State, Ohio State, University of Maryland - College Park, University of California - Merced","Stanford University, University of Texas - Austin, University of Illinois - Urbana Champaign, California Institute of Technology, University of Washington - Seattle, Georgia Institute of Technology, Johns Hopkins, University of California - Los Angeles, Vanderbilt University, Washington University - St Louis, University of California - Berkeley, University of Michigan - Ann Arbor, Northwestern University, Carnegie Mellon, University of Southern California, Cornell University, Dartmouth College, Columbia University, Harvard University, Yale University, University of Pennsylvania",,
618,"Purdue University, University of Colorado - Boulder, University of Michigan - Ann Arbor","California Institute of Technology, Massachusetts Institute of Technology, Georgia Institute of Technology, Boston University, Yale University, Cornell University, Columbia University, Harvard University, Stanford University",,
619,University of Virginia,"Duke University, University of Chicago, Georgia Institute of Technology",,
620,"University of Pennsylvania, University of Chicago, Haverford College, Columbia University, Ohio State",,,
621,"North Carolina State, University of Wisconsin - Madison, Virginia Institute of Technology, University of Virginia, Carnegie Mellon, Georgia Institute of Technology, University of California - Berkeley, McGill University, University of Washington - Seattle","Massachusetts Institute of Technology, California Institute of Technology, Stanford University",,
622,"New York University, University of Washington - Seattle, Boston University, University of California - Santa Barbara, University of California - Davis, Pennsylvania State, Ohio State, Case Western University","University of California - Berkeley, University of Notre Dame, University of Virginia, University of North Carolina - Chapel Hill, Vanderbilt University, University of Illinois - Urbana Champaign, Carnegie Mellon, Cornell University, University of Southern California",,
623,"University of Southern California, University of Alabama, Grinnel College, Middlebury College, Case Western University, University of California - San Diego, University of California - Davis, University of California - Riverside, University of California - Santa Barbara, Smith College, Wesleyan University, Emory University","Dartmouth College, Tufts University, Northwestern University, Rice University, Vanderbilt University, University of California - Berkeley, Cornell University, Yale University, Duke University",,
624,"University of Maryland - College Park, University of Michigan - Ann Arbor, Pennsylvania State, University of Delaware","University of Virginia, University of Southern California, New York University",,
625,"California Lutheran University, California State University - Northridge, University of California - Santa Barbara","University of California - Davis, University of California - Berkeley, University of Southern California",,
626,"University of Louisiana - Lafayette, New York University, Louisiana State, University of California - San Diego, Loyola University New Orleans",University of California - Berkeley,,
627,"Cornell University, Dartmouth College, Georgetown University, Washington University - St Louis, Haverford College, Pomona College, University of Maryland - College Park, George Washington University, Fordham University","Harvard University, Yale University, Princeton University, Brown University",,
628,"Indiana University Bloomington, Boston University, University of Southern California, University of Virginia, University of Michigan - Ann Arbor","Georgetown University, Duke University, Washington University - St Louis, Princeton University, University of Pennsylvania, Stanford University",,
629,"Duke University, Purdue University, University of South Florida, Drexel University, Loyola Marymount University, Miami University - Ohio, University at Buffalo, Simon Fraser University, University College London, Texas A&M, Texas Institute of Technology","Massachusetts Institute of Technology, Tufts University, Lehigh University, University of Illinois - Urbana Champaign, Northwestern University, Case Western University, Emory University, University of Georgia",,
630,"University of Pittsburgh, Drexel University, Temple University, Ohio State, University of Maryland - College Park",Northeastern University,,
631,"University of California - Berkeley, University of California - Los Angeles, University of California - San Diego, University of California - Santa Barbara, University of California - Davis, New York University","Stanford University, Princeton University, Cornell University, University of Pennsylvania, Carnegie Mellon, Harvey Mudd College, Northwestern University, University of Southern California",,
632,"University of California - Los Angeles, Georgia Institute of Technology, University of Illinois - Urbana Champaign, Case Western University, Purdue University, University of Rochester, University of Wisconsin - Madison, University of Minnesota - Twin Cities, University of Pittsburgh, Pennsylvania State, Stony Brook University","Washington University - St Louis, Northwestern University, Vanderbilt University, Yale University, University of Pennsylvania, University of California - Berkeley, Brown University, Cornell University, Columbia University, Duke University, Harvard University, Stanford University, University of Michigan - Ann Arbor",,
633,"Marquette University, University of Illinois - Urbana Champaign, University of Richmond, University of Rochester, Case Western University, Lehigh University, Vassar College","Northeastern University, Northwestern University, Williams College, Washington University - St Louis, Vanderbilt University, Tufts University, Georgetown University",,
634,"Boston College, Vassar College, Wesleyan University, Barnard College, University of Pennsylvania","Harvard University, Princeton University, Yale University",,
635,"Claremont McKenna College, Pepperdine University, Loyola Marymount University",,,
636,"Indiana University Bloomington, San Diego State University, University of California - Santa Cruz, University of Washington - Seattle, University of California - San Diego, University of California - Berkeley","University of California - Irvine, University of Southern California, Harvard University, University of Pennsylvania, Columbia University, Stanford University, University of Michigan - Ann Arbor",,
637,"University of California - Irvine, University of California - San Diego, University of California - Santa Cruz, University of California - Santa Barbara","Massachusetts Institute of Technology, Stanford University, Harvard University, Princeton University, University of Illinois - Urbana Champaign, University of California - Berkeley, Carnegie Mellon, Rice University",,
638,"New York University, Fordham University","University of Pennsylvania, University of Notre Dame, University of Miami, Northwestern University",,
639,"Stanford University, Texas A&M, University of Alabama","Carnegie Mellon, Cornell University, Georgia Institute of Technology, Massachusetts Institute of Technology, North Carolina State, Northeastern University, University of Texas - Austin, University of Southern California, California Polytechnic State University",,
640,"University of Arkansas, Bowdoin College",,,
641,"Worcester Polytechnic Institute, University of Massachusetts - Amherst, Georgia Institute of Technology, University of Rochester, Case Western University, Cornell University","Brown University, Massachusetts Institute of Technology, Duke University, Tufts University, Columbia University, University of Pennsylvania, Northwestern University",,
642,"Marquette University, Michigan State, Butler University, University of Central Florida, University of Texas - Dallas, New York University, University of Arizona","University of Chicago, Northwestern University, University of Notre Dame, University of Michigan - Ann Arbor",,
643,"University of California - Berkeley, University of California - San Diego, University of California - Santa Cruz, University of California - Los Angeles, Occidental College, University of the Pacific, Oberlin College, Wellesley College","Brown University, Columbia University, Harvard University, Pomona College",,"full name for all ivies, UCs, Boston College & boston U, Johns Hopkins, Massachusetts Institute of Technology and all U of a state, Georgia Institute of Technology and Virginia Institute of Technology"
644,"University of North Carolina - Chapel Hill, North Carolina State, Rensselaer Polytechnic Institute",Duke University,,starting at 645 player ID
645,"Montclair State, Yale University",,,
646,"Concordia University, Ryerson University, Queen's University, University of Toronto, University of British Columbia, University of Waterloo, Mount Holyoke College ","Swarthmore College, Wellesley College, Amherst College, Smith College, Northwestern University",,
647,"Yale University, Harvard University, Texas A&M, University of Texas - Dallas","University of Texas - Austin, Stanford University, Rice University, Duke University, Vanderbilt University",,
648,"University of Pittsburgh, Carnegie Mellon, Tufts University, University of Rochester, Dartmouth College, University of Pennsylvania","Johns Hopkins, Brown University, Cornell University, Harvard University",,
649,University of Pennsylvania,,,
650,"Massachusetts Institute of Technology, California Institute of Technology, Rice University, Duke University, Amherst College, Carleton College, Claremont McKenna College, University of Florida, University of Miami, Florida International University, Florida Institute of Technology","Colby College, Emory University, Swarthmore College, University of Notre Dame, Vanderbilt University, Vassar College, Wesleyan University, Bowdoin College, Colorado College, Grinnel College, Macalester College, Oberlin College, Williams College, Pomona College, University of Chicago, Yale University, University of Pennsylvania, Stanford University, Brown University, Northwestern University, Cornell University, Skidmore College",,
651,"University of Texas - Austin, Texas A&M, Purdue University, University of Illinois - Urbana Champaign, Fordham University, Colorado School of the Mines, University of California - Davis, University of California - San Diego, University of Florida","Georgia Institute of Technology, University of California - Los Angeles, Johns Hopkins",,
652,"State University of New York - Oneonta, State University of New York - Oswego, High Point University, Fairfield University, University of Delaware, Providence University, Elon University, Pennsylvania State, Jameson Madison, University of Miami, Northeastern University","Villanova University, Binghamton University, Lehigh University, University of Richmond, Lafayette College, Bucknell University, Wake Forest University",,
653,"University of California - Santa Barbara, University of California - Davis, California Polytechnic State University, University of Washington - Seattle, Whitman College, University of Puget Sound, University of Oregon, Oregon State, Washington State","University of California - Berkeley, Stanford University",,
654,"University of Chicago, DePaul University, Elmhurst University",,,
655,"Lewis & Clark College, Reed College, University of California - Santa Barbara, American University, Brandeis University, University of California - San Diego, University of California - Berkeley, George Washington University, New York University","Georgetown University, Barnard College, Brown University, Harvard University, Yale University, Columbia University",,
656,"Georgetown University, Northeastern University, University of Michigan - Ann Arbor, Duke University, University of Chicago, Harvard University, University of Massachusetts - Amherst, University of Vermont, University of Connecticut","Columbia University, University of Pennsylvania, Princeton University",,
657,"University of Pittsburgh, Case Western University, University of California - Los Angeles, Carnegie Mellon, Georgetown University","University of Southern California, University of Pennsylvania",,
658,"San Diego State University, California Polytechnic State University, University of California - Davis, University of California - San Diego, University of California - Irvine, University of California - Berkeley, University of Southern California, Princeton University, Columbia University","Yale University, Harvard University, University of Pennsylvania, Stanford University",,
659,"University of Massachusetts - Amherst, Clark University, University of Rochester, Emory University","Brown University, Northeastern University, Massachusetts Institute of Technology, Washington University - St Louis, Tufts University",,
660,University of Chicago,,,
661,"Williams College, Swarthmore College, Drexel University, Temple University",University of California - Berkeley,,
662,"University of Texas - Austin, Texas A&M, Georgia Institute of Technology, California Polytechnic State University, Rochester Institute of Technology, University of Texas - Dallas, Rice University, Santa Clara University","Dartmouth College, Columbia University, Cornell University, Yale University, Harvard University, Stanford University, University of Southern California, Carnegie Mellon, California Institute of Technology, Massachusetts Institute of Technology",,
663,"New York University, Bentley University, University of Massachusetts - Amherst, Purdue University, Indiana University Bloomington","University of Pennsylvania, University of Texas - Austin",,
664,"University of Wisconsin - Madison, Loyola Marymount University, Fordham University, George Washington University, American University, Rice University","University of California - Berkeley, Stanford University, Princeton University, Cornell University, University of Southern California, Georgetown University, Pomona College",,
665,"Princeton University, Rutgers University",,,
666,"Rochester Institute of Technology, Worcester Polytechnic Institute, University of Michigan - Ann Arbor, Vanderbilt University, Princeton University","Yale University, University of Pennsylvania, Columbia University, Harvard University, Stanford University",,
667,"Indiana University Bloomington, Purdue University","University of Pennsylvania, University of Texas - Austin",,
668,"University of California - San Diego, New York University, University of Maryland - College Park, University of Wisconsin - Madison, Northeastern University, Pennsylvania State","University of California - Berkeley, University of California - Los Angeles, Cornell University, University of Southern California",,
669,"University of Massachusetts - Boston, University of Massachusetts - Amherst, University of Massachusetts - Lowell, Syracuse University, Fordham University, Yonsei University, University of Southern California","Columbia University, University of Chicago, Boston University, Northeastern University, New York University",,
670,"Texas Institute of Technology, Pennsylvania State","Brown University, University of Texas - Austin, Cornell University, Dartmouth College, Duke University, Harvard University, Princeton University, Columbia University, Massachusetts Institute of Technology, University of Pennsylvania, Yale University, Stanford University",,
671,"University of Notre Dame, Northeastern University, University of Texas - Austin, University of California - Los Angeles, University of California - San Diego","Georgetown University, University of California - Berkeley, Duke University, Dartmouth College, Columbia University",,
672,"Smith College, Scripps College, Occidental College, Bryn Mawr College, Reed College, Mount Holyoke College, Connecticut College",Brown University,,
673,"Christopher Newport University, Sarah Lawrence College, Bard College, James Madison University, Russell Sage College, Florida Southern College, Hollins University","New York University, University of Virginia, Yale University, Barnard College, Brown University, Swarthmore College, University of Michigan - Ann Arbor, Carnegie Mellon",,
674,"Bocconi University, Webster University, Florida Southern College, Ithaca College, Connecticut College, DeSales University","Massachusetts Institute of Technology, California Institute of Technology, University of Rochester, Williams College, Amherst College, Carleton College, Swarthmore College, Tulane University, Babson College, Northeastern University, University of Notre Dame, Bard College, Macalester College, Fordham University, Union College, University of Chicago, Stanford University, New York University, Middlebury College, Oberlin College, Occidental College, Vassar College, Tufts University, Georgetown University, Lehigh University, Colgate University",,
675,"Kennesaw State, Georgia State, Georgia Southern University, University of Georgia, Georgia Institute of Technology, University of Central Florida, University of North Carolina - Chapel Hill, University of Miami, Washington University - St Louis, Barnard College, Brown University, University of Pennsylvania, Dartmouth College, Duke University, University of Maryland - College Park, Yale University, Columbia University, Stanford University","Johns Hopkins, University of Southern California, Cornell University, Princeton University, Harvard University",,
676,"University of California - Berkeley, University of California - Los Angeles, University of California - San Diego, University of California - Santa Barbara, University of Texas - Austin, University of Southern California","Stanford University, University of Michigan - Ann Arbor, University of Notre Dame, California Institute of Technology",,
677,"Georgetown University, Massachusetts Institute of Technology, Duke University, Columbia University, Dartmouth College, Brown University, Princeton University, Stanford University","Cornell University, Harvard University, Yale University",,
678,"University of Colorado - Boulder, Colorado State, University of Oklahoma, Bowdoin College, Emory University, Wake Forest University, University of Southern California, Rice University, Tufts University","Pomona College, Georgetown University, Vanderbilt University, Amherst College, Dartmouth College, Princeton University, Duke University, Brown University, Columbia University",,
679,"Georgetown University, Boston College, University of Rochester, Drexel University, Fordham University","Yale University, Brown University, Stanford University, Duke University, University of Southern California",,
680,"Fordham University, University of California - San Diego, University of California - Irvine, University of California - Santa Barbara, University of California - Riverside, Norwich, Tulane University, The Citadel - the Military College of South Carolina, United States Coast Guard Academy, George Washington University, University of Texas - Austin, William & Mary","Harvard University, Johns Hopkins, Washington University - St Louis, Vanderbilt University, New York University, Georgetown University, Yale University, Princeton University, University of Chicago",,
681,"San Francisco Conservatory of Music, New England Conservatory, School of Jazz - The New School, Berklee College of Music, New York University, University of Hartford, University of Washington - Seattle, University of Denver, University of Colorado - Boulder, University of Colorado - Denver","Manhattan School of Music, Northwestern University, Columbia University",,
682,"Rutgers University, University of Rochester, University of Connecticut, University of Illinois - Urbana Champaign, Georgia Institute of Technology","Northwestern University, Yale University, Princeton University",,
683,"Ohio State, University of Florida, University of Wisconsin - Madison, University of Illinois - Urbana Champaign","Purdue University, Georgia Institute of Technology, Northeastern University, Carnegie Mellon",,
